Timestamp,Packet Length,server_id,request_count,latency_ms,event_type
2020-12-13 02:43:04,1224,S1,1224,37380.8,Non-Cyber
2022-08-20 07:46:57,632,S2,632,20389.066666666666,Cyber
2022-05-23 04:50:39,670,S3,670,16969.333333333332,Cyber
2020-01-12 11:01:33,88,S1,88,36530.933333333334,Non-Cyber
2021-03-24 09:50:44,1497,S2,1497,33918.4,Cyber
2020-01-12 19:33:29,304,S3,304,31702.13333333333,Non-Cyber
2021-10-08 21:42:19,1001,S1,1001,20809.866666666665,Cyber
2022-08-17 19:20:40,1352,S2,1352,30841.066666666666,Non-Cyber
2022-08-17 02:04:53,548,S3,548,13524.266666666666,Cyber
2020-03-10 04:31:21,1114,S1,1114,3502.133333333333,Non-Cyber
2022-11-20 17:53:28,149,S2,149,30751.46666666667,Cyber
2022-11-17 22:12:24,548,S3,548,14780.266666666666,Cyber
2022-01-08 09:48:37,1106,S1,1106,5933.866666666667,Cyber
2020-03-03 01:54:03,1290,S2,1290,28292.000000000004,Cyber
2021-02-15 05:17:05,190,S3,190,1997.3333333333333,Non-Cyber
2020-09-13 01:49:45,995,S1,995,21194.666666666668,Non-Cyber
2022-12-25 07:20:06,1342,S2,1342,34259.73333333333,Non-Cyber
2021-01-27 22:49:34,722,S3,722,32229.066666666666,Cyber
2023-05-30 17:14:15,1181,S1,1181,6609.866666666667,Non-Cyber
2020-06-30 01:24:54,907,S2,907,5323.733333333334,Cyber
2020-07-07 03:50:24,1427,S3,1427,2093.0666666666666,Cyber
2020-03-18 07:33:47,793,S1,793,7994.933333333333,Non-Cyber
2020-03-09 20:24:39,686,S2,686,39097.86666666667,Cyber
2023-07-07 19:15:20,1092,S3,1092,33682.4,Cyber
2022-12-25 22:00:40,492,S1,492,35526.4,Cyber
2021-04-12 15:06:50,811,S2,811,18564.533333333333,Cyber
2021-04-20 21:58:18,1444,S3,1444,37202.13333333333,Cyber
2023-06-06 06:31:08,423,S1,423,18333.6,Cyber
2021-07-11 05:34:04,744,S2,744,21032.8,Cyber
2020-12-24 16:18:22,173,S3,173,29568.266666666666,Non-Cyber
2023-09-13 02:42:05,340,S1,340,11081.333333333334,Cyber
2023-01-23 09:24:38,1082,S2,1082,33149.06666666667,Non-Cyber
2022-04-05 01:54:33,876,S3,876,36179.2,Non-Cyber
2020-09-30 07:06:33,1319,S1,1319,18283.466666666667,Non-Cyber
2023-08-06 09:00:12,976,S2,976,1044.5333333333333,Non-Cyber
2022-11-20 04:12:04,985,S3,985,39781.333333333336,Non-Cyber
2020-03-17 07:02:13,902,S1,902,34461.066666666666,Non-Cyber
2020-08-08 23:19:34,889,S2,889,6298.133333333333,Non-Cyber
2022-03-21 14:41:34,1492,S3,1492,13515.733333333334,Non-Cyber
2023-02-13 19:15:26,787,S1,787,1899.7333333333333,Cyber
2022-10-13 04:35:33,1070,S2,1070,39626.666666666664,Cyber
2021-11-24 20:11:15,1455,S3,1455,24052.0,Non-Cyber
2021-12-31 11:46:47,640,S1,640,4517.333333333333,Non-Cyber
2021-10-25 04:23:15,1178,S2,1178,2784.2666666666664,Cyber
2022-04-25 20:26:30,158,S3,158,36800.26666666667,Non-Cyber
2022-03-17 23:44:57,1409,S1,1409,28855.46666666667,Non-Cyber
2022-11-03 14:58:44,866,S2,866,35081.86666666667,Non-Cyber
2023-03-31 19:19:56,343,S3,343,4626.933333333333,Non-Cyber
2020-11-22 13:01:36,531,S1,531,28691.2,Non-Cyber
2020-04-05 09:55:48,1387,S2,1387,21411.733333333334,Non-Cyber
2020-12-09 14:27:45,715,S3,715,17673.333333333332,Cyber
2022-10-30 05:51:47,765,S1,765,19332.0,Cyber
2020-10-18 14:09:21,646,S2,646,31412.533333333333,Cyber
2023-07-07 17:18:58,1142,S3,1142,8873.066666666666,Cyber
2023-07-10 14:54:07,1005,S1,1005,36904.0,Cyber
2022-06-18 23:08:42,984,S2,984,26480.8,Non-Cyber
2023-08-11 09:21:02,512,S3,512,31101.066666666662,Non-Cyber
2021-10-03 00:19:39,1191,S1,1191,21987.2,Cyber
2023-06-28 04:34:40,527,S2,527,9377.066666666668,Cyber
2021-01-04 15:33:58,1388,S3,1388,33488.26666666667,Cyber
2023-08-19 16:40:19,425,S1,425,39674.666666666664,Non-Cyber
2023-08-11 07:44:05,491,S2,491,6025.866666666667,Non-Cyber
2023-03-13 10:14:12,668,S3,668,16868.266666666666,Non-Cyber
2021-01-31 02:34:53,1127,S1,1127,15113.066666666666,Cyber
2020-10-08 04:36:39,1292,S2,1292,25209.066666666666,Non-Cyber
2020-07-15 06:22:35,1026,S3,1026,15327.200000000003,Non-Cyber
2020-03-24 05:59:35,712,S1,712,22555.733333333334,Non-Cyber
2021-12-20 10:55:41,1310,S2,1310,28590.666666666668,Non-Cyber
2022-08-19 13:09:54,1409,S3,1409,1903.4666666666667,Non-Cyber
2021-12-22 06:08:21,939,S1,939,9912.8,Non-Cyber
2023-06-21 00:16:10,361,S2,361,39056.53333333333,Non-Cyber
2021-10-20 10:04:33,723,S3,723,13193.600000000002,Cyber
2022-05-29 09:29:50,1409,S1,1409,1655.4666666666667,Cyber
2022-04-26 14:58:11,354,S2,354,4424.8,Non-Cyber
2023-07-25 05:14:41,876,S3,876,2219.2,Non-Cyber
2023-08-17 00:55:44,254,S1,254,30171.466666666667,Cyber
2022-06-07 09:29:05,1100,S2,1100,11838.666666666666,Non-Cyber
2021-10-24 19:49:55,574,S3,574,10986.133333333333,Cyber
2023-03-31 16:02:15,167,S1,167,39641.066666666666,Cyber
2023-02-02 22:53:53,814,S2,814,33202.13333333333,Non-Cyber
2022-10-20 14:11:36,121,S3,121,12656.533333333333,Non-Cyber
2023-06-11 18:05:49,863,S1,863,24532.266666666666,Non-Cyber
2021-01-28 14:22:51,187,S2,187,28347.733333333334,Cyber
2022-07-28 12:21:47,1347,S3,1347,33382.4,Non-Cyber
2023-09-08 16:35:04,709,S1,709,28514.133333333335,Cyber
2021-08-22 15:05:02,591,S2,591,791.2,Non-Cyber
2021-08-20 11:49:10,1043,S3,1043,8900.266666666666,Non-Cyber
2021-06-03 18:53:00,226,S1,226,18908.533333333333,Cyber
2021-03-19 20:59:42,631,S2,631,9864.533333333333,Non-Cyber
2020-03-09 06:51:16,609,S3,609,22724.8,Cyber
2021-02-08 00:59:54,1132,S1,1132,6923.733333333334,Non-Cyber
2023-01-28 18:14:52,941,S2,941,20901.866666666665,Cyber
2021-06-30 00:40:16,525,S3,525,11724.0,Non-Cyber
2020-04-02 01:13:58,706,S1,706,27912.533333333333,Non-Cyber
2022-04-08 10:28:48,1438,S2,1438,25414.933333333334,Cyber
2020-03-21 04:09:20,558,S3,558,26073.6,Cyber
2023-06-30 09:31:21,1485,S1,1485,5568.0,Non-Cyber
2020-09-08 00:32:36,1103,S2,1103,37004.26666666667,Cyber
2021-01-18 23:39:36,192,S3,192,33366.4,Cyber
2022-04-25 15:58:13,1307,S1,1307,21889.066666666666,Cyber
2020-03-19 04:35:54,882,S2,882,8570.4,Non-Cyber
2022-12-10 16:08:51,1364,S3,1364,31951.466666666667,Cyber
2022-06-30 11:44:53,1368,S1,1368,777.6,Non-Cyber
2020-06-08 07:02:00,418,S2,418,35066.933333333334,Cyber
2021-03-16 01:46:13,878,S3,878,5752.266666666666,Cyber
2021-02-01 03:38:35,1358,S1,1358,7824.266666666666,Cyber
2022-11-18 22:16:27,721,S2,721,3336.5333333333333,Cyber
2021-12-25 17:30:06,1084,S3,1084,21786.133333333335,Cyber
2022-03-22 11:32:28,399,S1,399,21776.8,Cyber
2020-06-19 02:52:10,980,S2,980,11382.666666666666,Cyber
2022-12-13 17:01:36,1144,S3,1144,28470.13333333334,Cyber
2023-03-26 11:18:12,423,S1,423,11925.6,Non-Cyber
2022-09-28 14:52:44,580,S2,580,8529.333333333334,Non-Cyber
2020-07-16 12:19:07,770,S3,770,34498.666666666664,Non-Cyber
2022-10-22 04:30:33,308,S1,308,16512.266666666666,Non-Cyber
2020-12-28 10:10:15,438,S2,438,7953.6,Non-Cyber
2020-12-23 16:47:04,587,S3,587,21545.066666666666,Non-Cyber
2022-09-13 14:15:03,665,S1,665,20590.666666666668,Cyber
2021-02-15 05:51:12,717,S2,717,28922.399999999998,Non-Cyber
2021-10-28 22:47:37,1407,S3,1407,36034.4,Non-Cyber
2020-06-08 21:47:40,1090,S1,1090,1417.3333333333335,Cyber
2022-11-06 05:19:08,381,S2,381,27299.199999999997,Non-Cyber
2022-04-23 06:04:38,802,S3,802,16779.733333333334,Non-Cyber
2021-01-28 02:27:50,574,S1,574,27886.133333333335,Non-Cyber
2021-09-07 23:26:04,1152,S2,1152,19646.4,Cyber
2020-10-08 21:31:02,350,S3,350,11774.666666666666,Cyber
2022-09-27 09:40:00,1240,S1,1240,3945.333333333334,Non-Cyber
2021-06-05 03:46:42,591,S2,591,5335.2,Non-Cyber
2021-03-31 11:29:37,497,S3,497,5945.066666666667,Non-Cyber
2020-04-17 00:21:08,185,S1,185,17202.666666666668,Cyber
2023-10-02 03:10:24,72,S2,72,2474.4,Cyber
2023-03-15 04:35:38,363,S3,363,269.6,Non-Cyber
2023-04-29 03:13:32,305,S1,305,23778.666666666668,Non-Cyber
2020-10-26 01:05:31,1201,S2,1201,3688.5333333333333,Non-Cyber
2023-02-05 01:14:18,638,S3,638,13832.266666666665,Non-Cyber
2020-04-25 06:37:33,1428,S1,1428,10261.6,Cyber
2021-08-05 14:27:27,863,S2,863,32940.26666666667,Cyber
2022-02-22 05:36:14,283,S3,283,17626.933333333334,Cyber
2022-03-16 13:33:32,556,S1,556,29000.533333333336,Cyber
2021-09-11 13:05:56,482,S2,482,37701.066666666666,Cyber
2022-10-16 05:26:43,1158,S3,1158,15845.6,Non-Cyber
2021-03-14 01:11:09,791,S1,791,24157.866666666665,Cyber
2021-01-30 22:12:29,956,S2,956,5597.866666666667,Non-Cyber
2021-01-01 11:50:19,195,S3,195,35404.0,Cyber
2020-08-08 06:13:44,960,S1,960,5940.0,Non-Cyber
2021-10-22 15:43:07,670,S2,670,29789.333333333332,Non-Cyber
2020-09-21 20:12:41,432,S3,432,12334.4,Non-Cyber
2021-11-02 05:56:15,558,S1,558,34057.6,Non-Cyber
2020-06-10 03:22:14,969,S2,969,19912.8,Non-Cyber
2023-01-06 00:59:16,1089,S3,1089,31076.799999999996,Cyber
2023-04-03 13:37:36,992,S1,992,16945.066666666666,Non-Cyber
2022-10-05 23:52:40,1418,S2,1418,39540.26666666667,Cyber
2020-07-14 16:51:29,1483,S3,1483,26230.933333333334,Cyber
2022-08-08 15:27:47,1104,S1,1104,26324.8,Cyber
2023-06-08 19:14:06,514,S2,514,21470.133333333335,Non-Cyber
2020-08-12 00:11:20,636,S3,636,34219.2,Cyber
2023-02-20 15:40:11,358,S1,358,4722.933333333333,Non-Cyber
2022-05-28 02:26:58,1061,S2,1061,2401.866666666667,Cyber
2021-05-05 00:29:18,107,S3,107,22669.066666666666,Non-Cyber
2022-12-25 16:18:00,911,S1,911,31397.866666666665,Non-Cyber
2021-04-27 04:41:25,1065,S2,1065,11400.0,Non-Cyber
2022-09-28 01:10:28,932,S3,932,31941.066666666666,Cyber
2023-06-23 18:01:25,308,S1,308,19244.266666666666,Non-Cyber
2022-12-18 03:43:19,840,S2,840,15728.000000000002,Non-Cyber
2020-03-04 01:36:12,802,S3,802,37999.73333333333,Non-Cyber
2023-03-13 13:50:34,1163,S1,1163,12388.266666666666,Non-Cyber
2020-12-29 17:14:51,798,S2,798,21849.6,Cyber
2022-08-10 22:27:46,1335,S3,1335,33772.0,Non-Cyber
2020-06-07 12:04:23,452,S1,452,29029.066666666666,Non-Cyber
2022-09-22 07:08:08,195,S2,195,38612.0,Non-Cyber
2020-04-21 01:07:11,1436,S3,1436,28021.866666666665,Non-Cyber
2020-02-11 15:52:04,745,S1,745,37485.333333333336,Non-Cyber
2020-06-08 02:33:00,786,S2,786,13011.2,Cyber
2021-03-28 17:45:38,1073,S3,1073,24084.266666666666,Non-Cyber
2022-12-23 18:50:04,1263,S1,1263,34065.6,Cyber
2023-05-15 11:28:44,448,S2,448,19346.933333333334,Cyber
2023-02-03 16:53:10,1135,S3,1135,2813.3333333333335,Non-Cyber
2021-07-26 07:56:45,1481,S1,1481,34581.86666666667,Non-Cyber
2022-05-26 01:25:05,666,S2,666,31563.2,Cyber
2023-03-01 19:55:09,382,S3,382,22083.733333333334,Cyber
2022-02-26 02:16:49,287,S1,287,7913.066666666666,Cyber
2021-07-20 23:35:40,1230,S2,1230,29464.0,Cyber
2021-05-31 14:04:04,782,S3,782,30693.066666666666,Cyber
2023-10-02 08:11:45,1029,S1,1029,7904.8,Non-Cyber
2022-12-19 09:27:00,603,S2,603,36113.6,Cyber
2023-07-25 07:58:14,160,S3,160,28269.33333333333,Non-Cyber
2020-08-27 14:26:07,1303,S1,1303,1906.9333333333334,Cyber
2020-09-24 08:13:32,924,S2,924,17084.8,Non-Cyber
2021-07-27 20:47:22,1229,S3,1229,15559.466666666667,Non-Cyber
2020-10-24 00:55:26,1247,S1,1247,21305.066666666666,Non-Cyber
2022-02-06 03:15:10,457,S2,457,19791.733333333334,Cyber
2020-06-14 08:07:12,553,S3,553,16554.933333333334,Non-Cyber
2020-12-05 05:36:01,1458,S1,1458,37049.6,Cyber
2022-01-15 20:05:05,628,S2,628,7886.933333333333,Non-Cyber
2023-07-23 22:02:16,108,S3,108,21453.6,Non-Cyber
2022-12-25 02:13:51,899,S1,899,25367.466666666667,Cyber
2023-09-05 05:37:57,704,S2,704,11583.466666666667,Non-Cyber
2020-10-26 16:12:13,791,S3,791,27037.86666666667,Non-Cyber
2020-04-30 16:52:24,1229,S1,1229,24219.466666666667,Non-Cyber
2021-06-22 06:13:38,325,S2,325,4665.333333333333,Cyber
2021-02-12 01:14:11,835,S3,835,19413.333333333332,Non-Cyber
2021-09-01 11:17:38,721,S1,721,26228.533333333333,Cyber
2020-09-24 04:34:34,1162,S2,1162,9643.733333333334,Cyber
2021-08-10 22:15:33,920,S3,920,28742.666666666668,Non-Cyber
2020-02-23 18:38:52,635,S1,635,27154.66666666667,Cyber
2021-08-10 10:41:48,861,S2,861,18679.2,Non-Cyber
2023-07-28 06:33:58,1443,S3,1443,4245.6,Cyber
2022-08-15 01:37:52,362,S1,362,30965.06666666667,Non-Cyber
2022-05-03 07:54:01,680,S2,680,8950.666666666666,Non-Cyber
2023-02-09 20:00:15,1419,S3,1419,12464.8,Non-Cyber
2021-09-27 18:07:50,749,S1,749,4271.466666666667,Non-Cyber
2022-02-22 20:05:17,1405,S2,1405,14561.333333333334,Non-Cyber
2021-12-23 00:01:01,1225,S3,1225,20405.333333333332,Non-Cyber
2022-11-20 07:54:16,461,S1,461,33401.86666666667,Non-Cyber
2022-03-01 14:18:42,1428,S2,1428,10621.6,Non-Cyber
2020-09-18 20:35:38,1102,S3,1102,8303.733333333334,Non-Cyber
2023-08-30 06:28:40,1409,S1,1409,19075.466666666667,Cyber
2020-03-25 17:16:59,960,S2,960,39616.0,Cyber
2023-07-06 03:43:13,437,S3,437,20897.066666666666,Non-Cyber
2020-07-29 11:55:42,179,S1,179,29379.466666666664,Non-Cyber
2021-09-22 07:17:28,1418,S2,1418,28004.266666666666,Non-Cyber
2022-03-11 21:07:31,973,S3,973,14018.933333333332,Cyber
2023-02-05 13:06:26,1147,S1,1147,18815.733333333334,Cyber
2023-03-20 02:03:40,516,S2,516,35707.2,Non-Cyber
2020-03-26 18:05:23,1128,S3,1128,4561.6,Non-Cyber
2023-05-01 17:40:57,635,S1,635,32174.666666666668,Non-Cyber
2022-01-28 17:16:06,1009,S2,1009,18518.133333333335,Non-Cyber
2021-04-23 06:41:46,104,S3,104,23747.466666666667,Cyber
2020-06-12 00:13:10,98,S1,98,39684.26666666667,Cyber
2020-01-26 17:13:57,1352,S2,1352,4753.066666666667,Non-Cyber
2021-04-19 04:51:19,163,S3,163,27790.933333333338,Non-Cyber
2021-07-07 18:29:47,765,S1,765,34536.0,Cyber
2023-02-10 21:51:32,802,S2,802,13667.733333333334,Non-Cyber
2021-10-01 15:27:00,1166,S3,1166,28273.866666666665,Cyber
2023-02-01 07:56:38,594,S1,594,26200.799999999996,Non-Cyber
2023-03-19 13:04:03,1343,S2,1343,10916.266666666666,Non-Cyber
2021-12-21 11:04:19,601,S3,601,2596.5333333333333,Non-Cyber
2021-09-30 13:02:45,1457,S1,1457,36585.066666666666,Non-Cyber
2022-09-26 21:06:34,886,S2,886,33424.53333333333,Non-Cyber
2020-02-04 05:31:25,1066,S3,1066,19104.533333333333,Non-Cyber
2021-04-04 20:10:22,748,S1,748,26542.933333333334,Cyber
2020-06-21 09:02:36,866,S2,866,27365.86666666667,Non-Cyber
2020-06-08 00:15:25,1188,S3,1188,15325.599999999999,Cyber
2022-11-08 21:40:00,332,S1,332,11821.066666666668,Non-Cyber
2022-12-18 08:34:14,670,S2,670,32133.333333333332,Non-Cyber
2021-11-03 05:46:07,952,S3,952,22855.733333333334,Non-Cyber
2020-04-27 16:30:38,1368,S1,1368,11097.6,Non-Cyber
2020-02-14 17:12:34,633,S2,633,14941.6,Cyber
2020-10-23 01:41:34,674,S3,674,12427.466666666667,Cyber
2023-08-31 16:40:15,76,S1,76,35556.53333333333,Cyber
2021-04-17 14:11:38,389,S2,389,13307.466666666667,Non-Cyber
2021-02-07 19:45:48,125,S3,125,20902.666666666668,Cyber
2022-03-21 08:54:47,1062,S1,1062,7914.4,Cyber
2021-06-07 13:54:08,1364,S2,1364,29331.46666666667,Cyber
2023-04-16 00:53:27,777,S3,777,38362.4,Non-Cyber
2022-04-15 06:06:27,1034,S1,1034,11427.466666666667,Cyber
2023-04-05 19:45:39,461,S2,461,2301.866666666667,Non-Cyber
2022-01-02 01:04:09,1493,S3,1493,18768.266666666666,Non-Cyber
2020-02-01 07:50:00,1071,S1,1071,15963.199999999999,Non-Cyber
2023-07-31 15:54:24,784,S2,784,3362.133333333333,Non-Cyber
2021-01-17 10:37:02,140,S3,140,5786.666666666667,Non-Cyber
2022-04-17 03:45:43,406,S1,406,10236.533333333333,Non-Cyber
2023-08-05 19:50:23,1428,S2,1428,18465.6,Non-Cyber
2023-08-05 22:29:25,678,S3,678,36857.6,Non-Cyber
2021-07-30 23:32:30,533,S1,533,29780.266666666663,Cyber
2021-01-09 14:05:55,141,S2,141,963.2000000000002,Cyber
2023-05-23 09:49:21,474,S3,474,23080.8,Cyber
2021-06-22 15:18:48,1400,S1,1400,28666.666666666668,Non-Cyber
2020-10-13 13:53:12,306,S2,306,5739.2,Non-Cyber
2020-03-29 07:16:23,1190,S3,1190,10014.666666666666,Non-Cyber
2022-08-17 13:51:38,1278,S1,1278,25701.6,Cyber
2020-08-13 22:50:02,1136,S2,1136,25257.866666666665,Non-Cyber
2022-07-06 10:51:24,643,S3,643,14166.933333333332,Non-Cyber
2020-09-08 09:17:39,986,S1,986,20649.866666666665,Non-Cyber
2020-03-12 03:16:37,869,S2,869,16695.466666666667,Cyber
2020-02-16 02:41:59,635,S3,635,2310.6666666666665,Cyber
2021-10-06 02:42:16,1266,S1,1266,11595.2,Non-Cyber
2020-02-19 19:23:30,1413,S2,1413,16509.6,Cyber
2021-02-01 22:56:03,769,S3,769,32882.13333333334,Cyber
2020-04-12 05:22:29,815,S1,815,16794.666666666668,Non-Cyber
2020-02-10 11:59:29,926,S2,926,15261.866666666667,Non-Cyber
2022-11-22 12:11:22,864,S3,864,17572.8,Non-Cyber
2020-09-21 10:10:49,1233,S1,1233,3849.6,Cyber
2022-10-23 03:19:51,785,S2,785,33862.666666666664,Cyber
2023-02-08 22:12:14,579,S3,579,21624.8,Cyber
2023-06-11 16:01:42,1070,S1,1070,13710.666666666666,Cyber
2021-05-06 12:32:39,960,S2,960,11148.0,Cyber
2022-04-07 20:13:06,164,S3,164,29683.466666666664,Non-Cyber
2021-02-25 05:47:10,575,S1,575,26370.666666666668,Non-Cyber
2023-07-19 23:02:40,989,S2,989,6091.466666666667,Non-Cyber
2023-09-11 22:55:03,1095,S3,1095,20840.0,Non-Cyber
2020-02-16 20:03:59,1211,S1,1211,29565.866666666665,Non-Cyber
2021-11-02 14:40:20,1053,S2,1053,16585.6,Non-Cyber
2022-06-16 11:19:48,1429,S3,1429,39178.13333333333,Cyber
2021-12-02 02:43:03,1388,S1,1388,39428.26666666667,Non-Cyber
2023-04-19 04:06:43,263,S2,263,9932.266666666666,Non-Cyber
2020-12-10 01:03:27,933,S3,933,24861.6,Cyber
2022-04-22 13:55:34,1036,S1,1036,31532.533333333333,Non-Cyber
2021-05-09 06:00:23,336,S2,336,9479.2,Cyber
2021-08-04 06:30:57,1379,S3,1379,12611.466666666667,Non-Cyber
2022-08-13 23:58:06,286,S1,286,544.5333333333333,Non-Cyber
2023-03-23 16:58:26,843,S2,843,8281.599999999999,Non-Cyber
2022-11-11 06:28:18,587,S3,587,18185.066666666666,Non-Cyber
2020-03-22 03:51:31,369,S1,369,27084.8,Non-Cyber
2023-05-21 14:17:22,395,S2,395,20094.666666666668,Cyber
2023-01-02 14:30:43,116,S3,116,26553.866666666665,Non-Cyber
2021-05-19 12:29:25,1085,S1,1085,37018.666666666664,Non-Cyber
2020-06-30 10:34:08,1373,S2,1373,35308.26666666667,Non-Cyber
2020-11-28 14:50:45,1357,S3,1357,9311.733333333334,Cyber
2022-12-16 12:42:38,498,S1,498,24217.6,Cyber
2021-10-09 03:53:37,660,S2,660,39220.0,Cyber
2021-09-02 19:13:42,1078,S3,1078,24086.933333333334,Cyber
2023-08-04 01:59:03,83,S1,83,28144.266666666666,Cyber
2020-07-31 05:18:21,448,S2,448,7602.933333333333,Non-Cyber
2021-03-28 22:40:08,412,S3,412,6091.733333333334,Cyber
2022-04-15 09:50:56,1464,S1,1464,29044.8,Non-Cyber
2022-01-02 06:41:40,869,S2,869,24911.466666666667,Cyber
2022-11-29 02:31:30,1276,S3,1276,18652.533333333333,Cyber
2020-01-21 11:08:18,882,S1,882,5702.4,Cyber
2023-01-22 06:11:34,1372,S2,1372,27619.733333333334,Non-Cyber
2022-08-07 18:24:25,998,S3,998,2640.2666666666664,Non-Cyber
2021-06-02 01:55:07,238,S1,238,24598.933333333334,Cyber
2021-08-17 06:05:24,480,S2,480,30488.0,Non-Cyber
2020-08-04 07:57:14,1048,S3,1048,25090.933333333334,Non-Cyber
2023-05-05 14:52:57,1278,S1,1278,2053.6,Non-Cyber
2021-01-23 22:25:13,1329,S2,1329,34772.8,Non-Cyber
2022-04-14 22:37:19,248,S3,248,5028.266666666666,Non-Cyber
2022-07-23 13:50:49,798,S1,798,21077.6,Non-Cyber
2021-08-06 23:41:12,784,S2,784,10822.133333333333,Non-Cyber
2022-09-29 09:42:56,1443,S3,1443,7005.6,Non-Cyber
2022-08-16 17:44:30,1124,S1,1124,6503.466666666666,Cyber
2022-02-25 23:34:37,1111,S2,1111,34340.53333333333,Non-Cyber
2020-08-17 13:59:39,651,S3,651,27763.200000000004,Cyber
2021-10-08 04:19:29,369,S1,369,9244.8,Non-Cyber
2021-08-19 19:50:49,1479,S2,1479,31352.8,Non-Cyber
2021-05-03 11:02:05,268,S3,268,17458.933333333334,Cyber
2022-10-20 09:58:17,1169,S1,1169,9151.466666666667,Cyber
2023-04-27 12:21:55,771,S2,771,38779.2,Non-Cyber
2021-08-15 00:50:08,150,S3,150,6503.999999999999,Non-Cyber
2020-11-28 03:20:45,1031,S1,1031,21837.866666666665,Non-Cyber
2020-09-28 15:39:33,1250,S2,1250,16122.666666666666,Cyber
2020-09-13 16:13:44,1089,S3,1089,30012.8,Cyber
2022-11-17 10:17:58,1278,S1,1278,20661.6,Non-Cyber
2021-01-21 01:13:14,712,S2,712,23651.733333333334,Non-Cyber
2022-09-07 07:59:07,1019,S3,1019,19403.466666666667,Cyber
2021-10-29 21:44:06,1284,S1,1284,16860.8,Non-Cyber
2023-09-20 08:01:04,904,S2,904,28970.133333333335,Cyber
2022-06-22 12:44:56,1261,S3,1261,1164.5333333333333,Non-Cyber
