Timestamp,Traffic Type,Action Taken,Anomaly Scores,status_code,response_time_ms,event_type
2022-08-17 19:20:40,HTTP,Allowed,75.3,500,800,Non-Cyber
2022-08-17 02:04:53,FTP,Blocked,33.08,403,300,Cyber
2020-03-10 04:31:21,DNS,Allowed,7.27,500,800,Non-Cyber
2022-11-20 17:53:28,DNS,Allowed,76.68,500,800,Cyber
2022-11-17 22:12:24,FTP,Allowed,36.22,500,800,Cyber
2022-01-08 09:48:37,HTTP,Allowed,13.36,500,800,Cyber
2020-03-03 01:54:03,FTP,Allowed,69.01,500,800,Cyber
2021-02-15 05:17:05,DNS,Allowed,4.74,500,800,Non-Cyber
2020-09-13 01:49:45,DNS,Allowed,51.66,500,800,Non-Cyber
2022-12-25 07:20:06,HTTP,Blocked,83.86,403,300,Non-Cyber
2021-01-27 22:49:34,HTTP,Allowed,79.61,500,800,Cyber
2023-05-30 17:14:15,DNS,Blocked,14.95,403,300,Non-Cyber
2020-06-30 01:24:54,DNS,Allowed,12.1,500,800,Cyber
2020-07-07 03:50:24,HTTP,Allowed,3.33,500,800,Cyber
2020-03-18 07:33:47,HTTP,Blocked,18.93,403,300,Non-Cyber
2020-03-09 20:24:39,DNS,Allowed,96.83,500,800,Cyber
2023-07-07 19:15:20,DNS,Allowed,82.75,500,800,Cyber
2022-12-25 22:00:40,HTTP,Allowed,88.16,500,800,Cyber
2021-04-12 15:06:50,FTP,Blocked,45.33,403,300,Cyber
2021-04-20 21:58:18,HTTP,Allowed,91.08,500,800,Cyber
2023-06-06 06:31:08,DNS,Allowed,45.27,500,800,Cyber
2021-07-11 05:34:04,HTTP,Allowed,51.59,500,800,Cyber
2020-12-24 16:18:22,HTTP,Allowed,73.69,500,800,Non-Cyber
2023-09-13 02:42:05,HTTP,Blocked,27.25,403,300,Cyber
2023-01-23 09:24:38,FTP,Allowed,81.43,500,800,Non-Cyber
2022-04-05 01:54:33,DNS,Blocked,89.28,403,300,Non-Cyber
2020-09-30 07:06:33,DNS,Allowed,43.95,500,800,Non-Cyber
2023-08-06 09:00:12,DNS,Blocked,1.31,403,300,Non-Cyber
2022-11-20 04:12:04,HTTP,Allowed,98.14,500,800,Non-Cyber
2020-03-17 07:02:13,FTP,Allowed,84.95,500,800,Non-Cyber
2020-08-08 23:19:34,HTTP,Blocked,14.56,403,300,Non-Cyber
2022-03-21 14:41:34,HTTP,Allowed,31.8,500,800,Non-Cyber
2023-02-13 19:15:26,DNS,Allowed,3.7,500,800,Cyber
2022-10-13 04:35:33,HTTP,Allowed,97.64,500,800,Cyber
2021-11-24 20:11:15,FTP,Allowed,58.19,500,800,Non-Cyber
2021-12-31 11:46:47,HTTP,Blocked,10.44,403,300,Non-Cyber
2021-10-25 04:23:15,HTTP,Allowed,5.39,500,800,Cyber
2022-04-25 20:26:30,HTTP,Allowed,91.79,500,800,Non-Cyber
2022-03-17 23:44:57,FTP,Allowed,70.26,500,800,Non-Cyber
2022-11-03 14:58:44,DNS,Allowed,86.55,500,800,Non-Cyber
2023-03-31 19:19:56,HTTP,Blocked,11.11,403,300,Non-Cyber
2020-11-22 13:01:36,FTP,Allowed,71.02,500,800,Non-Cyber
2020-04-05 09:55:48,DNS,Allowed,51.68,500,800,Non-Cyber
2020-12-09 14:27:45,HTTP,Allowed,43.23,500,800,Cyber
2022-10-30 05:51:47,DNS,Blocked,47.31,403,300,Cyber
2020-10-18 14:09:21,DNS,Allowed,77.67,500,800,Cyber
2023-07-07 17:18:58,HTTP,Allowed,20.66,500,800,Cyber
2023-07-10 14:54:07,FTP,Blocked,90.92,403,300,Cyber
2022-06-18 23:08:42,FTP,Allowed,64.89,500,800,Non-Cyber
2023-08-11 09:21:02,HTTP,Blocked,77.07,403,300,Non-Cyber
2021-10-03 00:19:39,DNS,Allowed,53.38,500,800,Cyber
2023-06-28 04:34:40,DNS,Allowed,22.74,500,800,Cyber
2021-01-04 15:33:58,FTP,Blocked,81.87,403,300,Cyber
2023-08-19 16:40:19,DNS,Allowed,98.62,500,800,Non-Cyber
2023-08-11 07:44:05,FTP,Blocked,14.41,403,300,Non-Cyber
2023-03-13 10:14:12,HTTP,Allowed,41.28,500,800,Non-Cyber
2021-01-31 02:34:53,DNS,Allowed,36.28,500,800,Cyber
2020-10-08 04:36:39,FTP,Allowed,61.3,500,800,Non-Cyber
2020-07-15 06:22:35,DNS,Allowed,36.95,500,800,Non-Cyber
2020-03-24 05:59:35,FTP,Allowed,55.44,500,800,Non-Cyber
2021-12-20 10:55:41,HTTP,Allowed,69.73,500,800,Non-Cyber
2022-08-19 13:09:54,HTTP,Allowed,2.88,500,800,Non-Cyber
2021-12-22 06:08:21,HTTP,Blocked,23.53,403,300,Non-Cyber
2023-06-21 00:16:10,DNS,Blocked,97.16,403,300,Non-Cyber
2021-10-20 10:04:33,FTP,Allowed,32.02,500,800,Cyber
2022-05-29 09:29:50,DNS,Blocked,2.26,403,300,Cyber
2022-04-26 14:58:11,HTTP,Allowed,10.59,500,800,Non-Cyber
2023-07-25 05:14:41,FTP,Allowed,4.38,500,800,Non-Cyber
2023-08-17 00:55:44,HTTP,Allowed,75.09,500,800,Cyber
2022-06-07 09:29:05,FTP,Blocked,28.13,403,300,Non-Cyber
2021-10-24 19:49:55,FTP,Allowed,26.7,500,800,Cyber
2023-03-31 16:02:15,DNS,Allowed,98.88,500,800,Cyber
2023-02-02 22:53:53,DNS,Allowed,81.92,500,800,Non-Cyber
2022-10-20 14:11:36,FTP,Allowed,31.48,500,800,Non-Cyber
2023-06-11 18:05:49,HTTP,Allowed,60.18,500,800,Non-Cyber
2021-01-28 14:22:51,HTTP,Allowed,70.62,500,800,Cyber
2022-07-28 12:21:47,DNS,Blocked,81.66,403,300,Non-Cyber
2023-09-08 16:35:04,FTP,Blocked,70.34,403,300,Cyber
2021-08-22 15:05:02,DNS,Allowed,1.19,500,800,Non-Cyber
2021-08-20 11:49:10,DNS,Allowed,20.86,500,800,Non-Cyber
2021-06-03 18:53:00,FTP,Allowed,46.97,500,800,Cyber
2021-03-19 20:59:42,FTP,Allowed,23.82,500,800,Non-Cyber
2020-03-09 06:51:16,FTP,Allowed,56.0,500,800,Cyber
2021-02-08 00:59:54,HTTP,Allowed,15.8,500,800,Non-Cyber
2023-01-28 18:14:52,FTP,Allowed,51.0,500,800,Cyber
2021-06-30 00:40:16,HTTP,Allowed,28.61,500,800,Non-Cyber
2020-04-02 01:13:58,HTTP,Allowed,68.84,500,800,Non-Cyber
2022-04-08 10:28:48,DNS,Allowed,61.62,500,800,Cyber
2020-03-21 04:09:20,DNS,Allowed,64.44,500,800,Cyber
2023-06-30 09:31:21,DNS,Allowed,11.94,500,800,Non-Cyber
2020-09-08 00:32:36,DNS,Allowed,91.04,500,800,Cyber
2021-01-18 23:39:36,FTP,Allowed,83.16,500,800,Cyber
2022-04-25 15:58:13,DNS,Allowed,52.98,500,800,Cyber
2020-03-19 04:35:54,FTP,Allowed,20.25,500,800,Non-Cyber
2022-12-10 16:08:51,HTTP,Blocked,78.06,403,300,Cyber
2022-06-30 11:44:53,FTP,Allowed,0.12,200,150,Non-Cyber
2020-06-08 07:02:00,HTTP,Blocked,87.11,403,300,Cyber
2021-03-16 01:46:13,HTTP,Blocked,13.21,403,300,Cyber
2021-02-01 03:38:35,HTTP,Allowed,17.75,500,800,Cyber
2022-11-18 22:16:27,HTTP,Allowed,7.38,500,800,Cyber
2021-12-25 17:30:06,DNS,Allowed,53.02,500,800,Cyber
2022-03-22 11:32:28,HTTP,Allowed,53.91,500,800,Cyber
2020-06-19 02:52:10,FTP,Blocked,27.15,403,300,Cyber
2022-12-13 17:01:36,FTP,Allowed,69.65,500,800,Cyber
2023-03-26 11:18:12,FTP,Blocked,29.25,403,300,Non-Cyber
2022-09-28 14:52:44,FTP,Allowed,20.55,500,800,Non-Cyber
2020-07-16 12:19:07,FTP,Allowed,85.22,500,800,Non-Cyber
2022-10-22 04:30:33,DNS,Allowed,40.87,500,800,Non-Cyber
2020-12-28 10:10:15,DNS,Blocked,19.3,403,300,Non-Cyber
2020-12-23 16:47:04,DNS,Blocked,53.08,403,300,Non-Cyber
2022-09-13 14:15:03,DNS,Allowed,50.59,500,800,Cyber
2021-02-15 05:51:12,HTTP,Allowed,71.35,500,800,Non-Cyber
2021-10-28 22:47:37,FTP,Allowed,88.21,500,800,Non-Cyber
2020-06-08 21:47:40,FTP,Allowed,2.09,500,800,Cyber
2022-11-06 05:19:08,FTP,Allowed,67.74,500,800,Non-Cyber
2022-04-23 06:04:38,FTP,Allowed,40.88,500,800,Non-Cyber
2021-01-28 02:27:50,FTP,Allowed,68.95,500,800,Non-Cyber
2021-09-07 23:26:04,DNS,Allowed,47.58,500,800,Cyber
2020-10-08 21:31:02,DNS,Allowed,28.97,500,800,Cyber
2022-09-27 09:40:00,DNS,Blocked,8.21,403,300,Non-Cyber
2021-06-05 03:46:42,HTTP,Blocked,12.55,403,300,Non-Cyber
2021-03-31 11:29:37,DNS,Allowed,14.2,500,800,Non-Cyber
2020-04-17 00:21:08,HTTP,Allowed,42.76,500,800,Cyber
2023-10-02 03:10:24,FTP,Blocked,6.09,403,300,Cyber
2023-03-15 04:35:38,DNS,Allowed,0.19,200,150,Non-Cyber
2023-04-29 03:13:32,DNS,Blocked,59.04,403,300,Non-Cyber
2020-10-26 01:05:31,FTP,Blocked,7.62,403,300,Non-Cyber
2023-02-05 01:14:18,HTTP,Allowed,33.73,500,800,Non-Cyber
2020-04-25 06:37:33,DNS,Allowed,23.75,500,800,Cyber
2021-08-05 14:27:27,DNS,Blocked,81.2,403,300,Cyber
2022-02-22 05:36:14,FTP,Allowed,43.69,500,800,Cyber
2022-03-16 13:33:32,DNS,Allowed,71.76,500,800,Cyber
2021-09-11 13:05:56,DNS,Allowed,93.61,500,800,Cyber
2022-10-16 05:26:43,FTP,Blocked,38.07,403,300,Non-Cyber
2021-03-14 01:11:09,HTTP,Allowed,59.34,500,800,Cyber
2021-01-30 22:12:29,HTTP,Allowed,12.72,500,800,Non-Cyber
2021-01-01 11:50:19,DNS,Blocked,88.25,403,300,Cyber
2020-08-08 06:13:44,FTP,Blocked,13.57,403,300,Non-Cyber
2021-10-22 15:43:07,DNS,Allowed,73.58,500,800,Non-Cyber
2020-09-21 20:12:41,DNS,Allowed,30.26,500,800,Non-Cyber
2021-11-02 05:56:15,FTP,Allowed,84.4,500,800,Non-Cyber
2020-06-10 03:22:14,FTP,Allowed,48.49,500,800,Non-Cyber
2023-01-06 00:59:16,HTTP,Allowed,76.24,500,800,Cyber
2023-04-03 13:37:36,FTP,Allowed,41.04,500,800,Non-Cyber
2022-10-05 23:52:40,HTTP,Blocked,96.96,403,300,Cyber
2020-07-14 16:51:29,FTP,Blocked,63.6,403,300,Cyber
2022-08-08 15:27:47,FTP,Allowed,64.34,500,800,Cyber
2023-06-08 19:14:06,HTTP,Allowed,52.99,500,800,Non-Cyber
2020-08-12 00:11:20,FTP,Allowed,84.7,500,800,Cyber
2023-02-20 15:40:11,HTTP,Allowed,11.33,500,800,Non-Cyber
2022-05-28 02:26:58,FTP,Blocked,4.59,403,300,Cyber
2021-05-05 00:29:18,FTP,Allowed,56.53,500,800,Non-Cyber
2022-12-25 16:18:00,HTTP,Blocked,77.28,403,300,Non-Cyber
2021-04-27 04:41:25,HTTP,Allowed,27.08,500,800,Non-Cyber
2022-09-28 01:10:28,DNS,Blocked,78.61,403,300,Cyber
2023-06-23 18:01:25,DNS,Allowed,47.7,500,800,Non-Cyber
2022-12-18 03:43:19,FTP,Blocked,38.2,403,300,Non-Cyber
2020-03-04 01:36:12,DNS,Allowed,93.93,500,800,Non-Cyber
2023-03-13 13:50:34,DNS,Allowed,29.42,500,800,Non-Cyber
2020-12-29 17:14:51,HTTP,Allowed,53.56,500,800,Cyber
2022-08-10 22:27:46,HTTP,Allowed,82.65,500,800,Non-Cyber
2020-06-07 12:04:23,FTP,Allowed,71.97,500,800,Non-Cyber
2022-09-22 07:08:08,FTP,Allowed,96.27,500,800,Non-Cyber
2020-04-21 01:07:11,FTP,Blocked,68.14,403,300,Non-Cyber
2020-02-11 15:52:04,FTP,Blocked,92.72,403,300,Non-Cyber
2020-06-08 02:33:00,HTTP,Allowed,31.48,500,800,Cyber
2021-03-28 17:45:38,DNS,Allowed,58.78,500,800,Non-Cyber
2022-12-23 18:50:04,DNS,Blocked,83.48,403,300,Cyber
2023-05-15 11:28:44,HTTP,Allowed,47.77,500,800,Cyber
2023-02-03 16:53:10,HTTP,Blocked,5.52,403,300,Non-Cyber
2021-07-26 07:56:45,HTTP,Allowed,84.48,500,800,Non-Cyber
2022-05-26 01:25:05,HTTP,Blocked,78.02,403,300,Cyber
2023-03-01 19:55:09,HTTP,Allowed,54.7,500,800,Cyber
2022-02-26 02:16:49,FTP,Blocked,19.4,403,300,Cyber
2021-07-20 23:35:40,FTP,Allowed,72.02,500,800,Cyber
2021-05-31 14:04:04,HTTP,Allowed,75.69,500,800,Cyber
2023-10-02 08:11:45,FTP,Allowed,18.39,500,800,Non-Cyber
2022-12-19 09:27:00,FTP,Allowed,89.48,500,800,Cyber
2023-07-25 07:58:14,FTP,Allowed,70.46,500,800,Non-Cyber
2020-08-27 14:26:07,FTP,Allowed,3.03,500,800,Cyber
2020-09-24 08:13:32,FTP,Allowed,41.48,500,800,Non-Cyber
2021-07-27 20:47:22,FTP,Allowed,37.26,500,800,Non-Cyber
2020-10-24 00:55:26,FTP,Blocked,51.6,403,300,Non-Cyber
2022-02-06 03:15:10,FTP,Blocked,48.87,403,300,Cyber
2020-06-14 08:07:12,HTTP,Allowed,40.65,500,800,Non-Cyber
2020-12-05 05:36:01,DNS,Blocked,90.68,403,300,Cyber
2022-01-15 20:05:05,DNS,Allowed,18.88,500,800,Non-Cyber
2023-07-23 22:02:16,DNS,Allowed,53.49,500,800,Non-Cyber
2022-12-25 02:13:51,HTTP,Allowed,62.22,500,800,Cyber
2023-09-05 05:37:57,HTTP,Allowed,28.02,500,800,Non-Cyber
2020-10-26 16:12:13,FTP,Allowed,66.54,500,800,Non-Cyber
2020-04-30 16:52:24,HTTP,Blocked,58.91,403,300,Non-Cyber
2021-06-22 06:13:38,DNS,Allowed,11.23,500,800,Cyber
2021-02-12 01:14:11,HTTP,Allowed,47.42,500,800,Non-Cyber
2021-09-01 11:17:38,FTP,Blocked,64.61,403,300,Cyber
2020-09-24 04:34:34,FTP,Allowed,22.56,500,800,Cyber
2021-08-10 22:15:33,FTP,Blocked,70.63,403,300,Non-Cyber
2020-02-23 18:38:52,DNS,Allowed,67.04,500,800,Cyber
2021-08-10 10:41:48,HTTP,Allowed,45.55,500,800,Non-Cyber
2023-07-28 06:33:58,HTTP,Allowed,8.69,500,800,Cyber
2022-08-15 01:37:52,DNS,Allowed,76.93,500,800,Non-Cyber
2022-05-03 07:54:01,FTP,Allowed,21.47,500,800,Non-Cyber
2023-02-09 20:00:15,FTP,Allowed,29.27,500,800,Non-Cyber
2021-09-27 18:07:50,DNS,Blocked,9.68,403,300,Non-Cyber
2022-02-22 20:05:17,FTP,Allowed,34.53,500,800,Non-Cyber
2021-12-23 00:01:01,FTP,Allowed,49.38,500,800,Non-Cyber
2022-11-20 07:54:16,HTTP,Allowed,82.89,500,800,Non-Cyber
2022-03-01 14:18:42,HTTP,Blocked,24.65,403,300,Non-Cyber
2020-09-18 20:35:38,FTP,Blocked,19.29,403,300,Non-Cyber
2023-08-30 06:28:40,HTTP,Allowed,45.81,500,800,Cyber
2020-03-25 17:16:59,HTTP,Allowed,97.76,500,800,Cyber
2023-07-06 03:43:13,HTTP,Allowed,51.66,500,800,Non-Cyber
2020-07-29 11:55:42,FTP,Blocked,73.21,403,300,Non-Cyber
2021-09-22 07:17:28,HTTP,Blocked,68.12,403,300,Non-Cyber
2022-03-11 21:07:31,HTTP,Allowed,33.75,500,800,Cyber
2023-02-05 13:06:26,DNS,Allowed,45.51,500,800,Cyber
2023-03-20 02:03:40,DNS,Allowed,88.58,500,800,Non-Cyber
2020-03-26 18:05:23,HTTP,Blocked,9.9,403,300,Non-Cyber
2023-05-01 17:40:57,FTP,Allowed,79.59,500,800,Non-Cyber
2022-01-28 17:16:06,FTP,Allowed,44.95,500,800,Non-Cyber
2021-04-23 06:41:46,HTTP,Allowed,59.23,500,800,Cyber
2020-06-12 00:13:10,DNS,Allowed,99.08,500,800,Cyber
2020-01-26 17:13:57,DNS,Blocked,10.08,403,300,Non-Cyber
2021-04-19 04:51:19,FTP,Allowed,69.26,500,800,Non-Cyber
2021-07-07 18:29:47,HTTP,Allowed,85.32,500,800,Cyber
2023-02-10 21:51:32,FTP,Allowed,33.1,500,800,Non-Cyber
2021-10-01 15:27:00,DNS,Allowed,69.13,500,800,Cyber
2023-02-01 07:56:38,HTTP,Allowed,64.71,500,800,Non-Cyber
2023-03-19 13:04:03,DNS,Allowed,25.5,500,800,Non-Cyber
2021-12-21 11:04:19,FTP,Allowed,5.69,500,800,Non-Cyber
2021-09-30 13:02:45,DNS,Allowed,89.52,500,800,Non-Cyber
2022-09-26 21:06:34,HTTP,Blocked,82.38,403,300,Non-Cyber
2020-02-04 05:31:25,DNS,Blocked,46.34,403,300,Non-Cyber
2021-04-04 20:10:22,DNS,Blocked,65.36,403,300,Cyber
2020-06-21 09:02:36,HTTP,Allowed,67.26,500,800,Non-Cyber
2020-06-08 00:15:25,FTP,Allowed,36.73,500,800,Cyber
2022-11-08 21:40:00,DNS,Blocked,29.11,403,300,Non-Cyber
2022-12-18 08:34:14,FTP,Allowed,79.44,500,800,Non-Cyber
2021-11-03 05:46:07,FTP,Allowed,55.87,500,800,Non-Cyber
2020-04-27 16:30:38,HTTP,Allowed,25.92,500,800,Non-Cyber
2020-02-14 17:12:34,FTP,Blocked,36.51,403,300,Cyber
2020-10-23 01:41:34,FTP,Blocked,30.17,403,300,Cyber
2023-08-31 16:40:15,HTTP,Allowed,88.79,500,800,Cyber
2021-04-17 14:11:38,FTP,Allowed,32.75,500,800,Non-Cyber
2021-02-07 19:45:48,FTP,Blocked,52.09,403,300,Cyber
2022-03-21 08:54:47,DNS,Blocked,18.37,403,300,Cyber
2021-06-07 13:54:08,FTP,Allowed,71.51,500,800,Cyber
2023-04-16 00:53:27,HTTP,Allowed,94.87,500,800,Non-Cyber
2022-04-15 06:06:27,DNS,Allowed,27.19,500,800,Cyber
2023-04-05 19:45:39,HTTP,Allowed,5.14,500,800,Non-Cyber
2022-01-02 01:04:09,FTP,Allowed,44.93,500,800,Non-Cyber
2020-02-01 07:50:00,FTP,Allowed,38.48,500,800,Non-Cyber
2023-07-31 15:54:24,DNS,Allowed,7.36,500,800,Non-Cyber
2021-01-17 10:37:02,HTTP,Allowed,14.28,500,800,Non-Cyber
2022-04-17 03:45:43,DNS,Allowed,25.05,500,800,Non-Cyber
2023-08-05 19:50:23,HTTP,Allowed,44.26,500,800,Non-Cyber
2023-08-05 22:29:25,HTTP,Blocked,91.24,403,300,Non-Cyber
2021-07-30 23:32:30,DNS,Blocked,73.74,403,300,Cyber
2021-01-09 14:05:55,DNS,Allowed,2.22,500,800,Cyber
2023-05-23 09:49:21,DNS,Blocked,57.07,403,300,Cyber
2021-06-22 15:18:48,FTP,Blocked,69.8,403,300,Non-Cyber
2020-10-13 13:53:12,DNS,Allowed,13.94,500,800,Non-Cyber
2020-03-29 07:16:23,FTP,Allowed,23.45,500,800,Non-Cyber
2022-08-17 13:51:38,DNS,Allowed,62.55,500,800,Cyber
2020-08-13 22:50:02,HTTP,Blocked,61.63,403,300,Non-Cyber
2022-07-06 10:51:24,HTTP,Blocked,34.56,403,300,Non-Cyber
2020-09-08 09:17:39,FTP,Blocked,50.31,403,300,Non-Cyber
2020-03-12 03:16:37,FTP,Allowed,40.58,500,800,Cyber
2020-02-16 02:41:59,DNS,Allowed,4.93,500,800,Cyber
2021-10-06 02:42:16,HTTP,Allowed,27.3,500,800,Non-Cyber
2020-02-19 19:23:30,FTP,Blocked,39.39,403,300,Cyber
2021-02-01 22:56:03,FTP,Allowed,81.18,500,800,Cyber
2020-04-12 05:22:29,DNS,Allowed,40.9,500,800,Non-Cyber
2020-02-10 11:59:29,FTP,Blocked,36.92,403,300,Non-Cyber
2022-11-22 12:11:22,HTTP,Blocked,42.78,403,300,Non-Cyber
2020-09-21 10:10:49,FTP,Allowed,7.98,500,800,Cyber
2022-10-23 03:19:51,HTTP,Allowed,83.61,500,800,Cyber
2023-02-08 22:12:14,FTP,Allowed,53.29,500,800,Cyber
2023-06-11 16:01:42,HTTP,Allowed,32.85,500,800,Cyber
2021-05-06 12:32:39,DNS,Blocked,26.59,403,300,Cyber
2022-04-07 20:13:06,DNS,Allowed,73.99,500,800,Non-Cyber
2021-02-25 05:47:10,DNS,Allowed,65.16,500,800,Non-Cyber
2023-07-19 23:02:40,DNS,Blocked,13.91,403,300,Non-Cyber
2023-09-11 22:55:03,DNS,Allowed,50.64,500,800,Non-Cyber
2020-02-16 20:03:59,DNS,Blocked,72.3,403,300,Non-Cyber
2021-11-02 14:40:20,HTTP,Allowed,40.06,500,800,Non-Cyber
2022-06-16 11:19:48,FTP,Allowed,96.04,500,800,Cyber
2021-12-02 02:43:03,HTTP,Allowed,96.72,500,800,Non-Cyber
2023-04-19 04:06:43,HTTP,Allowed,24.48,500,800,Non-Cyber
2020-12-10 01:03:27,HTTP,Blocked,60.91,403,300,Cyber
2022-04-22 13:55:34,DNS,Blocked,77.45,403,300,Non-Cyber
2021-05-09 06:00:23,DNS,Blocked,23.25,403,300,Cyber
2021-08-04 06:30:57,HTTP,Allowed,29.69,500,800,Non-Cyber
2022-08-13 23:58:06,HTTP,Allowed,0.98,500,800,Non-Cyber
2023-03-23 16:58:26,HTTP,Blocked,19.58,403,300,Non-Cyber
2022-11-11 06:28:18,DNS,Blocked,44.68,403,300,Non-Cyber
2020-03-22 03:51:31,FTP,Allowed,67.22,500,800,Non-Cyber
2023-05-21 14:17:22,HTTP,Allowed,49.71,500,800,Cyber
2023-01-02 14:30:43,DNS,Blocked,66.23,403,300,Non-Cyber
2021-05-19 12:29:25,HTTP,Blocked,91.1,403,300,Non-Cyber
2020-06-30 10:34:08,HTTP,Allowed,86.44,500,800,Non-Cyber
2020-11-28 14:50:45,HTTP,Allowed,21.47,500,800,Cyber
2022-12-16 12:42:38,DNS,Allowed,59.88,500,800,Cyber
2021-10-09 03:53:37,HTTP,Allowed,97.17,500,800,Cyber
2021-09-02 19:13:42,DNS,Blocked,58.78,403,300,Cyber
2023-08-04 01:59:03,FTP,Allowed,70.25,500,800,Cyber
2020-07-31 05:18:21,HTTP,Allowed,18.41,500,800,Non-Cyber
2021-03-28 22:40:08,DNS,Blocked,14.68,403,300,Cyber
2022-04-15 09:50:56,DNS,Allowed,70.66,500,800,Non-Cyber
2022-01-02 06:41:40,HTTP,Blocked,61.12,403,300,Cyber
2022-11-29 02:31:30,DNS,Allowed,44.93,500,800,Cyber
2020-01-21 11:08:18,DNS,Blocked,13.08,403,300,Cyber
2023-01-22 06:11:34,FTP,Blocked,67.22,403,300,Non-Cyber
2022-08-07 18:24:25,DNS,Blocked,5.27,403,300,Non-Cyber
